,idhu,abv,ibu,srm,style_new,abv_norm,ibu_norm,srm_norm,pred_style
0,0,5.0,32.67474811913184,40.00423441396077,Pilsner,0.3333333333333333,0.2917388224922486,0.20220893122382927,IPA
1,1,5.0,32.67474811913184,40.00423441396077,Wheat,0.3333333333333333,0.2917388224922486,0.20220893122382927,IPA
2,2,7.7,32.67474811913184,40.00423441396077,Ale,0.5333333333333332,0.2917388224922486,0.20220893122382927,IPA
3,3,6.3,32.67474811913184,40.00423441396077,Stout,0.4296296296296296,0.2917388224922486,0.20220893122382927,IPA
4,4,5.2,32.67474811913184,40.00423441396077,APA,0.3481481481481481,0.2917388224922486,0.20220893122382927,IPA
5,5,9.0,10.0,12.0,APA,0.6296296296296295,0.08928571428571427,0.049180327868852465,Pale Ale
6,6,9.0,19.0,90.0,Saison,0.6296296296296295,0.16964285714285712,0.4754098360655738,Brown Ale
7,7,10.0,20.0,10.0,,0.7037037037037037,0.17857142857142855,0.03825136612021858,Pale Ale
8,8,5.0,32.0,10.0,APA,0.3333333333333333,0.2857142857142857,0.03825136612021858,Pale Ale
9,9,7.1,16.0,82.0,Stout,0.4888888888888889,0.14285714285714285,0.43169398907103823,Brown Ale
10,10,8.0,60.0,100.0,,0.5555555555555556,0.5357142857142857,0.5300546448087432,Strong Ale
11,11,10.2,32.0,12.0,,0.7185185185185183,0.2857142857142857,0.049180327868852465,IPA
12,12,6.3,45.0,12.0,,0.4296296296296296,0.4017857142857143,0.049180327868852465,Pale Ale
13,13,5.6,7.0,6.0,Saison,0.3777777777777777,0.0625,0.016393442622950817,Witbier
14,14,10.1,40.0,60.0,,0.7111111111111109,0.3571428571428571,0.31147540983606553,Strong Ale
15,15,8.0,32.0,100.0,Stout,0.5555555555555556,0.2857142857142857,0.5300546448087432,Porter
16,16,6.401113076255852,32.67474811913184,40.00423441396077,,0.4371194871300632,0.2917388224922486,0.20220893122382927,IPA
17,17,4.0,15.0,8.0,Blonde Ale,0.25925925925925924,0.13392857142857142,0.0273224043715847,Blonde Ale
18,18,5.0,28.0,26.0,Porter,0.3333333333333333,0.25,0.12568306010928962,IPA
19,19,5.2,10.0,8.0,,0.3481481481481481,0.08928571428571427,0.0273224043715847,Blonde Ale
20,20,9.5,100.0,8.0,IPA,0.6666666666666667,0.8928571428571428,0.0273224043715847,IPA
21,21,6.1,40.0,8.0,IPA,0.4148148148148148,0.3571428571428571,0.0273224043715847,Pale Ale
22,22,8.3,20.0,64.0,Stout,0.5777777777777777,0.17857142857142855,0.3333333333333333,Brown Ale
23,23,8.3,20.0,64.0,Stout,0.5777777777777777,0.17857142857142855,0.3333333333333333,Brown Ale
24,24,6.4,40.0,10.0,,0.43703703703703706,0.3571428571428571,0.03825136612021858,Pale Ale
25,25,5.3,23.5,30.818983216687865,Wheat,0.3555555555555555,0.20982142857142852,0.1520163017305348,Red Ale
26,26,9.0,30.0,12.0,,0.6296296296296295,0.26785714285714285,0.049180327868852465,IPA
27,27,6.2,32.531305985982684,8.0,IPA,0.4222222222222222,0.2904580891605596,0.0273224043715847,Pale Ale
28,28,13.0,55.0,46.0,,0.9259259259259258,0.4910714285714286,0.23497267759562845,IPA
29,29,6.5,25.0,62.0,,0.4444444444444444,0.2232142857142857,0.3224043715846994,Brown Ale
30,30,3.9,13.0,17.19807508368787,Wheat,0.2518518518518518,0.11607142857142855,0.07758510974692824,Fruit / Vegetable Beer
31,31,6.0,11.0,10.0,Wheat,0.4074074074074074,0.09821428571428573,0.03825136612021858,Fruit / Vegetable Beer
32,32,4.6,23.0,6.0,,0.30370370370370364,0.20535714285714285,0.016393442622950817,Blonde Ale
33,33,6.0,61.0,24.0,APA,0.4074074074074074,0.5446428571428571,0.11475409836065575,IPA
34,34,6.401113076255852,32.67474811913184,40.00423441396077,,0.4371194871300632,0.2917388224922486,0.20220893122382927,IPA
35,35,6.401113076255852,32.67474811913184,40.00423441396077,Ale,0.4371194871300632,0.2917388224922486,0.20220893122382927,IPA
36,36,6.5,32.67474811913184,40.00423441396077,,0.4444444444444444,0.2917388224922486,0.20220893122382927,IPA
37,37,5.6,32.67474811913184,40.00423441396077,,0.3777777777777777,0.2917388224922486,0.20220893122382927,IPA
38,38,8.0,32.67474811913184,40.00423441396077,Lager,0.5555555555555556,0.2917388224922486,0.20220893122382927,IPA
39,39,4.6,32.67474811913184,40.00423441396077,Pilsner,0.30370370370370364,0.2917388224922486,0.20220893122382927,Red Ale
40,40,5.5,32.67474811913184,40.00423441396077,Pilsner,0.3703703703703704,0.2917388224922486,0.20220893122382927,IPA
41,41,5.5,32.67474811913184,40.00423441396077,,0.3703703703703704,0.2917388224922486,0.20220893122382927,IPA
42,42,5.5,32.67474811913184,40.00423441396077,,0.3703703703703704,0.2917388224922486,0.20220893122382927,IPA
43,43,5.5,32.67474811913184,40.00423441396077,,0.3703703703703704,0.2917388224922486,0.20220893122382927,IPA
44,44,5.5,32.67474811913184,40.00423441396077,,0.3703703703703704,0.2917388224922486,0.20220893122382927,IPA
45,45,5.5,32.67474811913184,40.00423441396077,,0.3703703703703704,0.2917388224922486,0.20220893122382927,IPA
46,46,5.5,32.67474811913184,40.00423441396077,,0.3703703703703704,0.2917388224922486,0.20220893122382927,IPA
47,47,5.5,32.67474811913184,40.00423441396077,,0.3703703703703704,0.2917388224922486,0.20220893122382927,IPA
48,48,5.5,32.67474811913184,40.00423441396077,,0.3703703703703704,0.2917388224922486,0.20220893122382927,IPA
49,49,5.5,32.67474811913184,40.00423441396077,Wheat,0.3703703703703704,0.2917388224922486,0.20220893122382927,IPA
50,50,4.6,32.67474811913184,40.00423441396077,Wheat,0.30370370370370364,0.2917388224922486,0.20220893122382927,Red Ale
51,51,8.0,32.67474811913184,40.00423441396077,IPA,0.5555555555555556,0.2917388224922486,0.20220893122382927,IPA
52,52,5.5,32.67474811913184,40.00423441396077,APA,0.3703703703703704,0.2917388224922486,0.20220893122382927,IPA
53,53,5.5,32.67474811913184,40.00423441396077,,0.3703703703703704,0.2917388224922486,0.20220893122382927,IPA
54,54,5.5,32.67474811913184,40.00423441396077,Wheat,0.3703703703703704,0.2917388224922486,0.20220893122382927,IPA
55,55,5.5,32.67474811913184,40.00423441396077,Wheat,0.3703703703703704,0.2917388224922486,0.20220893122382927,IPA
56,57,8.0,32.67474811913184,40.00423441396077,,0.5555555555555556,0.2917388224922486,0.20220893122382927,IPA
57,58,5.5,32.67474811913184,40.00423441396077,,0.3703703703703704,0.2917388224922486,0.20220893122382927,IPA
58,59,4.5,32.67474811913184,40.00423441396077,Pilsner,0.2962962962962963,0.2917388224922486,0.20220893122382927,Red Ale
59,60,6.0,32.67474811913184,40.00423441396077,,0.4074074074074074,0.2917388224922486,0.20220893122382927,IPA
60,61,5.2,9.0,29.084385044687878,Wheat,0.3481481481481481,0.08035714285714285,0.14253762319501573,Fruit / Vegetable Beer
61,62,4.5,32.67474811913184,40.00423441396077,Wheat,0.2962962962962963,0.2917388224922486,0.20220893122382927,Red Ale
62,63,5.1,26.0,29.094717717687868,Pale Ale,0.3407407407407407,0.2321428571428571,0.14259408588900474,IPA
63,64,4.5,32.67474811913184,40.00423441396077,Lager,0.2962962962962963,0.2917388224922486,0.20220893122382927,Red Ale
64,65,4.5,32.67474811913184,40.00423441396077,APA,0.2962962962962963,0.2917388224922486,0.20220893122382927,Red Ale
65,66,8.0,32.67474811913184,40.00423441396077,,0.5555555555555556,0.2917388224922486,0.20220893122382927,IPA
66,67,6.0,32.67474811913184,40.00423441396077,Porter,0.4074074074074074,0.2917388224922486,0.20220893122382927,IPA
67,68,4.5,32.67474811913184,40.00423441396077,,0.2962962962962963,0.2917388224922486,0.20220893122382927,Red Ale
68,69,6.0,32.67474811913184,40.00423441396077,Stout,0.4074074074074074,0.2917388224922486,0.20220893122382927,IPA
69,70,12.0,32.67474811913184,40.00423441396077,Wheat,0.8518518518518519,0.2917388224922486,0.20220893122382927,IPA
70,71,6.0,32.67474811913184,40.00423441396077,APA,0.4074074074074074,0.2917388224922486,0.20220893122382927,IPA
71,72,4.5,32.67474811913184,40.00423441396077,IPA,0.2962962962962963,0.2917388224922486,0.20220893122382927,Red Ale
72,73,6.0,32.67474811913184,40.00423441396077,Porter,0.4074074074074074,0.2917388224922486,0.20220893122382927,IPA
73,74,4.5,32.67474811913184,40.00423441396077,APA,0.2962962962962963,0.2917388224922486,0.20220893122382927,Red Ale
74,75,5.0,30.0,28.384920200687862,Lager,0.3333333333333333,0.26785714285714285,0.13871541093272058,IPA
75,76,5.0,20.0,27.830973900687862,Pilsner,0.3333333333333333,0.17857142857142855,0.13568838197097194,Pale Ale
76,77,4.8,23.0,26.134405716687866,Ale,0.3185185185185185,0.20535714285714285,0.12641751757752934,Pale Ale
77,78,3.7,10.0,15.16913911968787,,0.23703703703703705,0.08928571428571427,0.06649802797643645,Pale Ale
78,79,4.9,58.0,19.0,APA,0.32592592592592595,0.5178571428571428,0.08743169398907104,IPA
79,80,3.7,18.0,15.612296159687867,,0.23703703703703705,0.1607142857142857,0.06891965114583534,Pale Ale
80,81,4.9,10.0,26.345651563687873,Wheat,0.32592592592592595,0.08928571428571427,0.12757186646823976,Fruit / Vegetable Beer
81,82,9.0,22.0,145.0,,0.6296296296296295,0.19642857142857145,0.7759562841530054,Porter
82,83,7.0,27.0,25.0,Pilsner,0.4814814814814815,0.2410714285714285,0.12021857923497267,Pale Ale
83,84,6.0,50.0,23.0,IPA,0.4074074074074074,0.4464285714285714,0.1092896174863388,Pale Ale
84,85,4.9,13.0,15.0,Wheat,0.32592592592592595,0.11607142857142855,0.06557377049180327,Blonde Ale
85,86,7.0,20.0,93.0,,0.4814814814814815,0.17857142857142855,0.4918032786885246,Brown Ale
86,87,9.0,17.0,72.0,,0.6296296296296295,0.15178571428571427,0.3770491803278688,Brown Ale
87,88,5.6,33.0,21.0,Lager,0.3777777777777777,0.29464285714285715,0.09836065573770493,Pale Ale
88,89,4.9,20.0,40.0,Lager,0.32592592592592595,0.17857142857142855,0.2021857923497268,MÃ¤rzen
89,90,4.9,32.0,14.0,APA,0.32592592592592595,0.2857142857142857,0.060109289617486336,Pale Ale
90,91,5.6,33.0,13.0,Pilsner,0.3777777777777777,0.29464285714285715,0.05464480874316939,Pale Ale
91,92,4.9,21.0,10.0,APA,0.32592592592592595,0.1875,0.03825136612021858,Blonde Ale
92,93,5.6,52.0,25.0,IPA,0.3777777777777777,0.4642857142857143,0.12021857923497267,Pale Ale
93,94,7.0,20.0,78.0,Stout,0.4814814814814815,0.17857142857142855,0.4098360655737705,Brown Ale
94,95,4.9,72.0,14.0,APA,0.32592592592592595,0.6428571428571428,0.060109289617486336,IPA
95,96,5.6,55.0,18.0,IPA,0.3777777777777777,0.4910714285714286,0.08196721311475409,Pale Ale
96,97,5.6,46.0,72.0,,0.3777777777777777,0.4107142857142857,0.3770491803278688,Strong Ale
97,98,7.0,50.0,112.0,Stout,0.4814814814814815,0.4464285714285714,0.5956284153005464,Porter
98,99,7.0,50.0,112.0,,0.4814814814814815,0.4464285714285714,0.5956284153005464,Porter
99,100,5.6,46.0,72.0,,0.3777777777777777,0.4107142857142857,0.3770491803278688,Strong Ale
100,102,5.5,32.67474811913184,40.00423441396077,,0.3703703703703704,0.2917388224922486,0.20220893122382927,IPA
101,103,6.5,80.0,120.0,IPA,0.4444444444444444,0.7142857142857142,0.6393442622950819,Porter
102,104,5.5,32.67474811913184,40.00423441396077,Pilsner,0.3703703703703704,0.2917388224922486,0.20220893122382927,IPA
103,105,6.5,30.0,40.0,,0.4444444444444444,0.26785714285714285,0.2021857923497268,IPA
104,106,6.5,35.0,160.0,Porter,0.4444444444444444,0.3125,0.8579234972677595,Stout
105,107,6.5,22.0,65.0,,0.4444444444444444,0.19642857142857145,0.33879781420765026,Brown Ale
106,108,5.5,12.0,21.0,,0.3703703703703704,0.10714285714285714,0.09836065573770493,Fruit / Vegetable Beer
107,109,5.5,12.0,21.0,,0.3703703703703704,0.10714285714285714,0.09836065573770493,Fruit / Vegetable Beer
108,110,6.5,70.0,45.0,IPA,0.4444444444444444,0.625,0.2295081967213115,IPA
109,111,4.3,32.67474811913184,40.00423441396077,Pilsner,0.28148148148148144,0.2917388224922486,0.20220893122382927,ESB
110,112,5.5,11.0,3.6,,0.3703703703703704,0.09821428571428573,0.003278688524590165,Blonde Ale
111,113,5.5,0.0,156.0,Porter,0.3703703703703704,0.0,0.8360655737704917,Porter
112,114,6.5,32.67474811913184,40.00423441396077,,0.4444444444444444,0.2917388224922486,0.20220893122382927,IPA
113,115,6.5,11.0,33.0,Wheat,0.4444444444444444,0.09821428571428573,0.1639344262295082,Fruit / Vegetable Beer
114,116,5.5,0.0,29.0,Wheat,0.3703703703703704,0.0,0.14207650273224046,Fruit / Vegetable Beer
115,117,6.5,32.67474811913184,40.00423441396077,Amber Ale,0.4444444444444444,0.2917388224922486,0.20220893122382927,IPA
116,118,6.5,12.0,186.0,Porter,0.4444444444444444,0.10714285714285714,1.0,Stout
117,119,5.5,32.67474811913184,40.00423441396077,Pale Ale,0.3703703703703704,0.2917388224922486,0.20220893122382927,IPA
118,120,4.3,0.0,23.0,,0.28148148148148144,0.0,0.1092896174863388,Fruit / Vegetable Beer
119,121,5.5,32.67474811913184,40.00423441396077,Lager,0.3703703703703704,0.2917388224922486,0.20220893122382927,IPA
120,122,4.3,8.0,70.0,,0.28148148148148144,0.07142857142857142,0.3661202185792349,Brown Ale
121,123,6.5,18.0,47.0,Ale,0.4444444444444444,0.1607142857142857,0.24043715846994534,Red Ale
122,124,4.3,9.0,5.0,Pilsner,0.28148148148148144,0.08035714285714285,0.010928961748633878,Blonde Ale
123,125,6.5,32.67474811913184,40.00423441396077,Stout,0.4444444444444444,0.2917388224922486,0.20220893122382927,IPA
124,126,0.5,32.67474811913184,40.00423441396077,,0.0,0.2917388224922486,0.20220893122382927,IPA
125,127,6.5,70.0,27.0,,0.4444444444444444,0.625,0.13114754098360654,IPA
126,128,5.1,25.0,6.0,,0.3407407407407407,0.2232142857142857,0.016393442622950817,Blonde Ale
127,129,6.1,70.0,27.0,IPA,0.4148148148148148,0.625,0.13114754098360654,IPA
128,130,5.0,40.0,6.0,Wheat,0.3333333333333333,0.3571428571428571,0.016393442622950817,Pale Ale
129,131,7.5,35.0,60.0,Porter,0.5185185185185186,0.3125,0.31147540983606553,Strong Ale
130,132,5.0,45.0,48.0,,0.3333333333333333,0.4017857142857143,0.2459016393442623,IPA
131,133,5.1,29.128556852982673,3.0,Wheat,0.3407407407407407,0.2600764004730595,0.0,Pale Ale
132,134,8.0,25.0,16.0,Wheat,0.5555555555555556,0.2232142857142857,0.07103825136612021,Pale Ale
133,135,6.401113076255852,30.0,40.00423441396077,Ale,0.4371194871300632,0.26785714285714285,0.20220893122382927,IPA
134,136,6.401113076255852,30.0,40.00423441396077,Pilsner,0.4371194871300632,0.26785714285714285,0.20220893122382927,IPA
135,137,8.0,20.8,62.3,,0.5555555555555556,0.18571428571428567,0.3240437158469945,Brown Ale
136,138,6.401113076255852,42.0,40.00423441396077,Wheat,0.4371194871300632,0.375,0.20220893122382927,IPA
137,139,6.84862681172242,16.0,92.0,Wheat,0.4702686527201792,0.14285714285714285,0.4863387978142077,Brown Ale
138,140,6.401113076255852,25.0,40.00423441396077,,0.4371194871300632,0.2232142857142857,0.20220893122382927,Red Ale
139,141,4.8,19.0,10.0,Wheat,0.3185185185185185,0.16964285714285712,0.03825136612021858,Blonde Ale
140,142,6.14065377372242,37.8,6.3,Pilsner,0.41782620546092,0.3375,0.018032786885245903,Pale Ale
141,143,4.8,21.0,12.0,Pilsner,0.3185185185185185,0.1875,0.049180327868852465,Blonde Ale
142,144,6.07116740472242,25.7,19.7,Lager,0.4126790670164756,0.2294642857142857,0.0912568306010929,Pale Ale
143,145,6.5,62.0,20.0,IPA,0.4444444444444444,0.5535714285714285,0.09289617486338796,IPA
144,146,5.5,15.0,19.0,Wheat,0.3703703703703704,0.13392857142857142,0.08743169398907104,Pale Ale
145,147,6.243036428722419,22.5,37.3,,0.4254101058312904,0.20089285714285712,0.18743169398907106,Red Ale
146,148,6.354182961722421,15.0,57.0,Wheat,0.4336431823498089,0.13392857142857142,0.29508196721311475,Brown Ale
147,149,7.0,70.0,30.0,IPA,0.4814814814814815,0.625,0.14754098360655735,IPA
148,150,7.0,60.0,15.0,Pale Ale,0.4814814814814815,0.5357142857142857,0.06557377049180327,IPA
149,152,4.5,32.0,12.0,,0.2962962962962963,0.2857142857142857,0.049180327868852465,Pale Ale
150,153,6.0,70.0,15.0,Wheat,0.4074074074074074,0.625,0.06557377049180327,IPA
151,154,12.0,112.0,100.0,Stout,0.8518518518518519,1.0,0.5300546448087432,IPA
152,156,4.5,32.0,14.0,,0.2962962962962963,0.2857142857142857,0.060109289617486336,Pale Ale
153,157,5.5,15.0,15.0,,0.3703703703703704,0.13392857142857142,0.06557377049180327,Blonde Ale
154,158,6.401113076255852,32.67474811913184,40.00423441396077,,0.4371194871300632,0.2917388224922486,0.20220893122382927,IPA
155,159,4.6,32.67474811913184,40.00423441396077,Wheat,0.30370370370370364,0.2917388224922486,0.20220893122382927,Red Ale
156,160,5.2,32.67474811913184,40.00423441396077,Pale Ale,0.3481481481481481,0.2917388224922486,0.20220893122382927,IPA
157,161,4.2,32.67474811913184,40.00423441396077,Wheat,0.2740740740740741,0.2917388224922486,0.20220893122382927,ESB
158,162,4.0,32.67474811913184,40.00423441396077,Wheat,0.25925925925925924,0.2917388224922486,0.20220893122382927,ESB
159,163,5.8,32.67474811913184,40.00423441396077,,0.39259259259259255,0.2917388224922486,0.20220893122382927,IPA
160,164,3.5,32.67474811913184,40.00423441396077,,0.2222222222222222,0.2917388224922486,0.20220893122382927,IPA
161,165,7.9,32.67474811913184,40.00423441396077,IPA,0.5481481481481479,0.2917388224922486,0.20220893122382927,IPA
162,166,6.0,32.67474811913184,40.00423441396077,,0.4074074074074074,0.2917388224922486,0.20220893122382927,IPA
163,167,9.0,32.67474811913184,40.00423441396077,IPA,0.6296296296296295,0.2917388224922486,0.20220893122382927,IPA
164,168,7.2,32.67474811913184,40.00423441396077,,0.4962962962962963,0.2917388224922486,0.20220893122382927,IPA
165,169,5.8,32.67474811913184,40.00423441396077,Pale Ale,0.39259259259259255,0.2917388224922486,0.20220893122382927,IPA
166,170,5.2,32.67474811913184,40.00423441396077,APA,0.3481481481481481,0.2917388224922486,0.20220893122382927,IPA
167,171,6.6,32.67474811913184,40.00423441396077,Stout,0.4518518518518518,0.2917388224922486,0.20220893122382927,IPA
168,172,3.5,32.67474811913184,40.00423441396077,Wheat,0.2222222222222222,0.2917388224922486,0.20220893122382927,IPA
169,173,6.0,32.67474811913184,40.00423441396077,IPA,0.4074074074074074,0.2917388224922486,0.20220893122382927,IPA
170,174,3.6,32.67474811913184,40.00423441396077,Wheat,0.22962962962962966,0.2917388224922486,0.20220893122382927,IPA
171,175,13.0,32.67474811913184,40.00423441396077,,0.9259259259259258,0.2917388224922486,0.20220893122382927,IPA
172,176,6.0,32.67474811913184,40.00423441396077,IPA,0.4074074074074074,0.2917388224922486,0.20220893122382927,IPA
173,177,4.9,32.67474811913184,40.00423441396077,Lager,0.32592592592592595,0.2917388224922486,0.20220893122382927,Red Ale
174,178,7.0,32.67474811913184,40.00423441396077,,0.4814814814814815,0.2917388224922486,0.20220893122382927,IPA
175,179,7.5,32.67474811913184,40.00423441396077,IPA,0.5185185185185186,0.2917388224922486,0.20220893122382927,IPA
176,180,9.0,32.67474811913184,40.00423441396077,,0.6296296296296295,0.2917388224922486,0.20220893122382927,IPA
177,181,6.0,32.67474811913184,40.00423441396077,IPA,0.4074074074074074,0.2917388224922486,0.20220893122382927,IPA
178,182,6.2,32.67474811913184,40.00423441396077,APA,0.4222222222222222,0.2917388224922486,0.20220893122382927,IPA
179,183,7.8,32.67474811913184,40.00423441396077,Wheat,0.5407407407407407,0.2917388224922486,0.20220893122382927,IPA
180,184,10.5,32.67474811913184,40.00423441396077,Stout,0.7407407407407407,0.2917388224922486,0.20220893122382927,IPA
181,185,11.0,32.67474811913184,40.00423441396077,,0.7777777777777777,0.2917388224922486,0.20220893122382927,IPA
182,186,12.0,32.67474811913184,40.00423441396077,Stout,0.8518518518518519,0.2917388224922486,0.20220893122382927,IPA
183,187,5.1,32.67474811913184,40.00423441396077,,0.3407407407407407,0.2917388224922486,0.20220893122382927,IPA
184,188,13.2,32.67474811913184,40.00423441396077,,0.9407407407407408,0.2917388224922486,0.20220893122382927,IPA
185,189,5.1,32.67474811913184,40.00423441396077,,0.3407407407407407,0.2917388224922486,0.20220893122382927,IPA
186,190,5.2,35.0,30.524645424687872,Pale Ale,0.3481481481481481,0.3125,0.15040789849556216,IPA
187,191,4.5,35.0,24.00501316568787,Pilsner,0.2962962962962963,0.3125,0.11478149270867688,Pale Ale
188,192,6.5,61.0,44.07279428568786,IPA,0.4444444444444444,0.5446428571428571,0.22444149882889547,IPA
189,193,6.5,25.0,42.078587605687865,IPA,0.4444444444444444,0.2232142857142857,0.2135441945666004,Red Ale
190,194,4.5,25.0,23.45106686568787,Blonde Ale,0.2962962962962963,0.2232142857142857,0.11175446374692824,Pale Ale
191,195,5.2,25.0,29.970699124687872,Wheat,0.3481481481481481,0.2232142857142857,0.14738086953381352,IPA
192,196,6.5,30.0,42.35556075568787,Porter,0.4444444444444444,0.26785714285714285,0.2150577090474747,IPA
193,197,8.5,30.0,60.983081495687884,,0.5925925925925926,0.26785714285714285,0.3168474398671469,Strong Ale
194,198,5.2,75.0,32.740430624687875,IPA,0.3481481481481481,0.6696428571428571,0.1625160143425567,IPA
195,199,9.0,62.0,67.41258984068787,Stout,0.6296296296296295,0.5535714285714285,0.3519813652496605,IPA
196,200,4.5,15.0,22.89712056568787,Saison,0.2962962962962963,0.13392857142857142,0.1087274347851796,Pale Ale
197,201,6.401113076255852,32.67474811913184,40.00423441396077,,0.4371194871300632,0.2917388224922486,0.20220893122382927,IPA
198,202,8.2,38.71468894198267,16.8,,0.5703703703703702,0.3456668655534167,0.07540983606557378,IPA
199,203,5.99611400572242,29.0,9.1,,0.4071195559794385,0.2589285714285714,0.033333333333333326,Pale Ale
200,204,6.401113076255852,32.67474811913184,40.00423441396077,,0.4371194871300632,0.2917388224922486,0.20220893122382927,IPA
201,205,6.401113076255852,32.67474811913184,40.00423441396077,,0.4371194871300632,0.2917388224922486,0.20220893122382927,IPA
202,206,6.401113076255852,32.67474811913184,40.00423441396077,,0.4371194871300632,0.2917388224922486,0.20220893122382927,IPA
203,207,6.401113076255852,32.67474811913184,40.00423441396077,,0.4371194871300632,0.2917388224922486,0.20220893122382927,IPA
204,208,6.401113076255852,32.67474811913184,40.00423441396077,,0.4371194871300632,0.2917388224922486,0.20220893122382927,IPA
205,209,8.2,40.3,118.9,IPA,0.5703703703703702,0.3598214285714285,0.6333333333333333,Porter
206,210,6.401113076255852,32.67474811913184,40.00423441396077,,0.4371194871300632,0.2917388224922486,0.20220893122382927,IPA
207,211,6.401113076255852,32.67474811913184,40.00423441396077,,0.4371194871300632,0.2917388224922486,0.20220893122382927,IPA
208,212,5.3,11.7,18.3,Wheat,0.3555555555555555,0.1044642857142857,0.08360655737704918,Fruit / Vegetable Beer
209,213,8.2,90.0,15.0,IPA,0.5703703703703702,0.8035714285714285,0.06557377049180327,IPA
210,214,6.401113076255852,32.67474811913184,40.00423441396077,Porter,0.4371194871300632,0.2917388224922486,0.20220893122382927,IPA
211,215,12.0,21.0,20.0,,0.8518518518518519,0.1875,0.09289617486338796,Pale Ale
212,216,6.401113076255852,32.67474811913184,40.00423441396077,,0.4371194871300632,0.2917388224922486,0.20220893122382927,IPA
213,217,4.8,36.9,26.904391073687872,,0.3185185185185185,0.3294642857142857,0.13062508783435994,Pale Ale
214,218,4.8,28.4,16.0,Pale Ale,0.3185185185185185,0.25357142857142856,0.07103825136612021,Pale Ale
215,219,12.0,32.67474811913184,40.00423441396077,,0.8518518518518519,0.2917388224922486,0.20220893122382927,IPA
216,220,6.401113076255852,32.67474811913184,40.00423441396077,,0.4371194871300632,0.2917388224922486,0.20220893122382927,IPA
217,221,4.5,36.3,42.7,Brown Ale,0.2962962962962963,0.3241071428571428,0.21693989071038253,IPA
218,222,4.5,27.49119242098267,18.8,,0.2962962962962963,0.2454570751873453,0.08633879781420765,Pale Ale
219,223,6.5,48.8,30.1,IPA,0.4444444444444444,0.4357142857142857,0.14808743169398908,IPA
220,224,6.5,40.2,18.8,IPA,0.4444444444444444,0.35892857142857143,0.08633879781420765,Pale Ale
221,225,6.401113076255852,32.67474811913184,40.00423441396077,,0.4371194871300632,0.2917388224922486,0.20220893122382927,IPA
222,226,6.401113076255852,32.67474811913184,40.00423441396077,Stout,0.4371194871300632,0.2917388224922486,0.20220893122382927,IPA
223,227,6.401113076255852,32.67474811913184,40.00423441396077,,0.4371194871300632,0.2917388224922486,0.20220893122382927,IPA
224,228,6.401113076255852,32.67474811913184,40.00423441396077,,0.4371194871300632,0.2917388224922486,0.20220893122382927,IPA
225,229,6.401113076255852,32.67474811913184,40.00423441396077,,0.4371194871300632,0.2917388224922486,0.20220893122382927,IPA
226,230,3.5,25.0,8.0,Pilsner,0.2222222222222222,0.2232142857142857,0.0273224043715847,Pale Ale
227,231,4.5,10.0,7.5,Wheat,0.2962962962962963,0.08928571428571427,0.024590163934426226,Blonde Ale
228,232,5.7,45.0,8.0,IPA,0.3851851851851852,0.4017857142857143,0.0273224043715847,Pale Ale
229,233,5.5,20.0,8.0,APA,0.3703703703703704,0.17857142857142855,0.0273224043715847,Blonde Ale
230,234,5.5,15.0,6.0,Pale Ale,0.3703703703703704,0.13392857142857142,0.016393442622950817,Blonde Ale
231,235,7.0,35.0,47.28941409068786,,0.4814814814814815,0.3125,0.24201865623326704,IPA
232,236,6.0,71.0,64.0,,0.4074074074074074,0.6339285714285714,0.3333333333333333,Strong Ale
233,237,5.5,13.0,5.0,Wheat,0.3703703703703704,0.11607142857142855,0.010928961748633878,Blonde Ale
234,238,5.0,25.0,8.0,Pilsner,0.3333333333333333,0.2232142857142857,0.0273224043715847,Blonde Ale
235,239,8.0,39.0,73.0,Stout,0.5555555555555556,0.3482142857142857,0.3825136612021858,Strong Ale
236,240,14.0,32.0,73.0,,1.0,0.2857142857142857,0.3825136612021858,Barleywine
237,241,4.3,32.67474811913184,40.00423441396077,,0.28148148148148144,0.2917388224922486,0.20220893122382927,ESB
238,242,5.4,32.67474811913184,40.00423441396077,,0.362962962962963,0.2917388224922486,0.20220893122382927,IPA
239,243,5.4,32.67474811913184,40.00423441396077,,0.362962962962963,0.2917388224922486,0.20220893122382927,IPA
240,244,4.3,32.67474811913184,40.00423441396077,,0.28148148148148144,0.2917388224922486,0.20220893122382927,ESB
241,245,4.3,32.67474811913184,40.00423441396077,,0.28148148148148144,0.2917388224922486,0.20220893122382927,ESB
242,246,6.5,32.67474811913184,40.00423441396077,Wheat,0.4444444444444444,0.2917388224922486,0.20220893122382927,IPA
243,247,7.0,32.67474811913184,40.00423441396077,,0.4814814814814815,0.2917388224922486,0.20220893122382927,IPA
244,248,7.2,32.67474811913184,40.00423441396077,,0.4962962962962963,0.2917388224922486,0.20220893122382927,IPA
245,249,4.3,32.67474811913184,40.00423441396077,,0.28148148148148144,0.2917388224922486,0.20220893122382927,ESB
246,250,4.9,32.67474811913184,40.00423441396077,,0.32592592592592595,0.2917388224922486,0.20220893122382927,Red Ale
247,251,5.0,32.67474811913184,40.00423441396077,Wheat,0.3333333333333333,0.2917388224922486,0.20220893122382927,IPA
248,252,5.0,32.67474811913184,40.00423441396077,,0.3333333333333333,0.2917388224922486,0.20220893122382927,IPA
249,253,5.9,32.67474811913184,40.00423441396077,,0.4,0.2917388224922486,0.20220893122382927,IPA
